node_id	node_kind	node_sha256	verdict	source_record	rationale
CHEBI:10357	external_reference	5314bd5f538e468d7054c4c55d4b127895a47dbf37cd0cff128591be5dfe36ba	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:10429	external_reference	428976963e8cda89504cb92f8f2e5c4c3df79096f58970bb15c6e4d23cae7997	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:107662	external_reference	f5a7dac245c479b7d836b7d428442b4ad1032982c730444287738b4e8a22e420	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:109544	external_reference	7dfb863245333951cf6c37d7d0140717ff55d460cb81bd3f2f5664278bef7abd	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:10983	external_reference	eb86c13ff95eaf64ce854c60331b666db13d71c2e73f4c08be2f6d373d2e2563	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:109895	external_reference	ffdfcbd8339d7e90faea986c0e4a8c1e95faeedb4a078f39a4a719d35e0eda81	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:110187	external_reference	84368631b54da82bb6dab7bc8685eae589821aed2c073ff5551630d1e135571e	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:11047	external_reference	7959d7b5914abfb1e6c5906880b789729d4f56c39c47f03cd6437b7a08662923	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:111	external_reference	435792b20e7656a13afc750f82a4c2f7772e325f24598db7658f23d0b219097b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:112	external_reference	0388cd006559995bda41de798c85727e0a3424fa9f32ea5a89b854cf3d5f21a8	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:113373	external_reference	174104a6055751c435c156f610968044ded33a5661ebbafbfb866659f5192223	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:113449	external_reference	dc61a150927865c8605ee5ce85d596f1f348e229ab52b5be429dd2a6c6a45887	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:113451	external_reference	6bc1068c60771437b0472f4feb9e338bbddf7fdeadf7886864589162fd499706	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:113455	external_reference	435539addb8757dd9f0151f544650cf9180dae269668fad187c39cf23be58e4f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:113532	external_reference	db55e0206646bc852fb6d198e85cedb7f2d29f37a2d0155ffcaf0a195bbfeaa1	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:114126	external_reference	875a7eacb7f42b008f8c515f3009b7daafd1bb4313e1b8a3c2f5d54e1a2d131b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:114194	external_reference	749396ce59fbc14b9c762ad20a8d614df84cea2f05b5dd099946b3aa3a8b35c7	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:114249	external_reference	4d89f148b921da38144740b3c5a61b47fefb367359cfd6576c87c0725773b037	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:114786	external_reference	1308c619837418acff35805721537e788dc34b0e210ddb88c6b285e9f00ebb97	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:1148	external_reference	9573670c403023a981a0d5374856148b86a4cb819840a508f24e386150e0e2c6	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:114954	external_reference	0d6a50bfd7f86a12e78351c5c8bd496ea867efa6fe3bd0184f45cbc83db1cd17	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:115156	external_reference	f1c13a54623154238d36278580a3f5a9b886ef770ed06f1ae997a8384092a8c4	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:115197	external_reference	c2191582916dc2ce213a77016a5dabd7b1300638f3fd0c98f3bef615331c8433	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:116278	external_reference	a6cb801d7fd70f6be7b2193c912fe17a55dc1fe049722c8c622c9d18cae30618	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:116509	external_reference	d9283adefe2fd12fb6b45b34d98bcd847b809ec177a6cc67a0add54a99116d0f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:124991	external_reference	25609d78fcfbfd69b2247cc4f24413f1e15a3e04cf6fa40ffde3469a64d862b6	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:125	external_reference	4835a6767afc284920ed35d6e6884cc8e0c96a51222718fa881215d53deb291b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:125610	external_reference	41c07c2aad685c7f0e299a99e5b78f21b7e7ee89fd4a239b255c54b06166cafb	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:12931	external_reference	cf3fc85d7ff70ef084f6002cdea377ae6261b8397245cc5c391a5330c095d0de	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:12936	external_reference	ee06e4e457800c60fd63a876f5a87c55a8af6528769deb609bf3eadedfd59926	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:12962	external_reference	bfe376552c586ab112ca5ccc042ab33ba89099cfe12a72c2baa10e96e3096f2d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131361	external_reference	dcf01cdf69fbe07e54ebbf202e81ebea673bbec0aa5639657e51056caf62678a	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131366	external_reference	12d39e26f03472890d2fccb7c7cd916bda67ffbf45eaf35ff5ec75f798856cb4	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131371	external_reference	7653f8b0c71e9d4b80ced37529db468393cc350c01292db8ee7d23abee5b0a77	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131372	external_reference	7497b7285a910c3b17521ae44eea8d72202a49dc1dcd809732b6c8caf8b9cfa9	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131378	external_reference	5b55a849913c5d56837ead03f2c9d7fed29ee9fd51888ba6dbf1a42432c25704	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131383	external_reference	c34dc86d0e15a1a5f5ecfc835618d7be106364ad55fb26e07bd11ff61a0e47b3	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131391	external_reference	daf332d9df3994f4f5d40d61adc97305541c45383e2c6629bd13e441e55deca5	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131394	external_reference	ee7409fd6e41bc7435d0b320658ccbe3a57a4b50378a73c69b9aa364e42702f4	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131395	external_reference	4d59263a1e400d318151e365509acfdcb6363fb5c28f27e339633ae7341a6846	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131523	external_reference	f1343087e9ebd8bc6ff2bc8f3aef9d3b9c01504068dbd6ee0a9f90cad7e901fc	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131524	external_reference	40170b5adbb968b9df9ed57892225f60aff979b9ef72279f36a5d7c0b748537f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131526	external_reference	4e3eb01cfcab3cee88de85277b144d55a67ce6824a067e7a068c3fbd54012d79	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131527	external_reference	62ed58f32a0a7403316258115d6746f2ed3dd31fd06f2c36ceb3e811e67d7784	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131529	external_reference	9feff5a71f65e8b04544b564a58179e38491b7098408855d8ed55cd8e3682fe6	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131531	external_reference	1d609f617b722a89846d68cc8faa06b4d11ecf6956120ea0d793bf50ed19350a	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131532	external_reference	77e5a114f6344601f01952f6e2b27b46132b435605eab9f35e918b7876c3183d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:131839	external_reference	52b5759f6f7fb68cf980cd7d38fba196d048570f7d552930dfecf52bcf4fa5a4	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132089	external_reference	b8c32438fedd5ce89352153cc353eb1e33333e4b6e426b20879f9b3a3dd1e31f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132095	external_reference	078e57505c22f31adafdcc3a50094d9bcbb1ef893d90bc7451731d86135af06f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132100	external_reference	f4199645b3cbe6bd96f5282aef5c4cbb8644be270883ca8a8c2183ce53c54adc	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132101	external_reference	e256cf0d769e5e37912a8395a3a1a4f5b9f15f0b03d973fb11e77a35693c10f2	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132103	external_reference	230c6d85f64a8f5c05099b0a073fa0ca1c0268772afdd320de6928de7f4e03e8	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132106	external_reference	e057400027997fd3418ec21276900ca12fbc8d3036c2bd92999af347bcfd85e7	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132108	external_reference	e6689773896beeddc4e854e221602a72958d0f51afbbc77575f874a02be067da	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132109	external_reference	fd1a39d07874ef84429ab7f0423902cfe4fb3bf87137cef2e7f9a0cde1539964	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132112	external_reference	c33abea0a9cee7e39755b1667e64a1d4fcefcb3eb9dd84782a511e59d77066d0	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132238	external_reference	5ebf4e592051f42566029513d18b5f5ea7061ccae2392bfb1d5e920659539b5e	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132340	external_reference	502e7ada80e2852dd6112ded63abf5bdd1202f969e12a264b11b6d9c0c6962d1	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132646	external_reference	78355cceea84f4bbf15d1707d13653a22df4210bcde09b89dbf7f8ed40a49f79	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132748	external_reference	8131e1b052e7de91b8a9b002452754b9803cd5eb2cc5d9d1b5c9254762e174f0	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132751	external_reference	5e6d666c1cd6db786e990ff5b216bbe43b3d3ae2fe7d831dd576db78b1b58c7d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132758	external_reference	b5940fc2fb9852c89c34c364c1206add73b4d04d8d74cc663b732b13cc6e76ec	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132762	external_reference	1b0245f55c3fdeed3e5a4c8b8552a9c4e000c65e1d0b661f85f2c045d2ec583b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132764	external_reference	b2f2312f0768fdc96641e280876ade0b8fa22b4d2ddb5a2074d1b8dbac19326a	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132766	external_reference	7068896b59325768c4ef6a79aa36753cb2b1f753e5064850fbc6bf5872c1a7ae	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132767	external_reference	0eaae21377ba68872fad35c118c06e149315a82e0062855f1d26a8323479c16c	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132950	external_reference	9d0887753f4490ebeff9c59625706c0e157dd0fbfc5438a2d5c137b67db48cd2	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132952	external_reference	276062128c4e4badf7a1cb7affb25f2244a18edd746992b61336ac08a83cbaf8	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132955	external_reference	ec47e49aab0add3d176c173c46cbe85fc6c2b0a99c765cb2514439e9348d81eb	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:132983	external_reference	3fa08801f6644092dbbfeca0209227799358d3015fd5d81c4aff8539157b30ad	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:133341	external_reference	7767ab8c31df27894743cd5370c19df11c5a7523ba2933f1bc1be9375f03030d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134107	external_reference	bbd3bade1e7e4dff915d88c405ee4edd6f55f76233be264e7d93dc3a94a7ff76	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134355	external_reference	0730576b109ce6df7ebe90601b22341e3b3f6b4c47e241a98f8e1302274528f9	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134431	external_reference	8a1cf1f1e2837c460a4416947483786be2f7edef868b66c92a5ebd1e85492010	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134606	external_reference	b02d1b79804acf8c25195c6350cf50f3cbc79de4ba68b8eafb5be41692f54b3c	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134742	external_reference	2e26e9f3214d26ae64526a06bd07acfb15df9633fb4d27065d01e7e70bd8ae43	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:134806	external_reference	820247f64ebbe10a530d79ac5445f78430f51db26d3a35bb5105e11968e6e92f	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:135737	external_reference	d8f548b6478cbfd37c796d8bff55bd3e38b3950e4f4a801dcd6c5ca457999a5c	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:135817	external_reference	1745c52bc3366125c219d16b5b418a4d3e00e95351156e101eb0a9d4c8976b47	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:135874	external_reference	7cd1ada3590083ec7dc231785509673de60ece4e2ec2dda92c0f71468b380a5a	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:135928	external_reference	c7b1d73ef32782c88a69df6ea9a135c041387eb7c5464ad3b6b73eb87ce5bf45	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:136511	external_reference	e8158d56d0afc4d11be0dce099c3141624388be8276e45f8cad3f8a896d48975	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:136609	external_reference	ff6958efbc5efa928be941b093823678076973534aab8f2b461da3879807aaa6	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:13705	external_reference	2de39655fd2e7c6a7bb42600053896adb465ae4fc191428f3e5660441957d812	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:139272	external_reference	10a1b73813bcd22c9f2c52c87ee9d6a47cab47cddaed2db9bb7efa4f6905e9b7	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:13997	external_reference	d17c6499fba6952dac9a21e91a038d8a25ab4e5f132933024d4f3645825df873	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:140148	external_reference	cd38650f832200f00a296afeac836a938f9c61df1d0a624ee25f0e8450811653	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:141155	external_reference	ffd8ea2d81b6bc0df303dd805868b73c98e66c83d0ed29ec295be373b50eb561	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:141517	external_reference	d508267f54c11a39aec3806e6102bf2e7dc21c870e6859dfe504ab9c4097309c	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:141991	external_reference	e53d095f6b4f16c481718e555623a8c04f8be2ce88d2c54e1339fabaecab86e6	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:142593	external_reference	d17147b111790627746967e1ff568fa8855a7c9a744edccf192940e85d14d701	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:143136	external_reference	4d85cdc235c70d9c640b17e4359cf8ba0b66488d6a71c409008d193b649f6373	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:14314	external_reference	11e42912e7d918ac25f2caefe8ce3c41faf0413e511efeab18d6c04f592e9e31	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:14336	external_reference	064e9e34ea9cffacaffa45be9652eb59d65e4b92d65da0295bd97808a50232d5	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:143552	external_reference	dc4e28b10c6fefaa25667fb8d48a5b2dfd1d6ce8fbf38b8c11d4a8ae65315166	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:1438	external_reference	5af305ef54dcc168f894fc6c704491639a1f9935fe8ac2c02880c945c6080a30	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144157	external_reference	3c3fabea98747beed8996e275e456a06f729cc7ded29b6c112d1d0d96e8de092	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144215	external_reference	3741f834c2d3a8135206b3609ce3b020850a3214cc1c664f75c59f928139bd21	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144218	external_reference	2d04aaf60307c4c71feeac80dce62131fbab0f92ceec999953a0a168bbc38f0d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144250	external_reference	24abee92c68e8269d286c787f3ce7a6c34fba80ce9b04e1590bb81ed36429149	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:14434	external_reference	ef131e2f215d65ee90f8b19cfff6251b4db4c0e8474cb3b3f10d1c0115a44218	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144421	external_reference	6194e28229660a294b1695c326cca04a5129c4bb928b2fa3bc2f825c794e9c42	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:144434	external_reference	b7a4be1bdc7a693d208280ed3a04accb22698f83f60ba20890a30da49a7a952b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:145933	external_reference	186ccfd1ebc6372dc9d2e443d755a6ab309136d84bcf7671ee9bcab050b45a10	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:146181	external_reference	17e99e2269f476becaf901b08de52fbe4c0be67fd6a1c776d7079e4ed8402aab	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:147155	external_reference	cedcdcabce2c783083148b40c92d4eadf46716abd6dd2c64db654975677d0e8b	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:149425	external_reference	150f3d9881f119f90c9e3ab42b1557a3486bf034baeca1ec309f1d1667901458	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:149429	external_reference	18f80e6a1668ceffbb45a6b26f3dacd0d7da8f8db1c0508a5ce53c2c8c8731d1	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:149531	external_reference	8ba5f4cddd6615781db24853a3bc332ea851fda1340b1c595664aeed92b3272d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:149836	external_reference	f16c263cc6eb39d2608884fd43881400eb22ea2d8bbdcb144e1e336b08a0a6b0	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:149838	external_reference	d3bdbcb3574572f640d0fe3d2318461b6fd1fd77952a84c78232e2b030b83296	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15075	external_reference	87cc98d4fbf256e995a8fe6e29a2fd3b8b3e70fe1f836494eee85f7b970a6cdd	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15226	external_reference	1dce00e7716bf2549077d95748c07be2613e461385fa6fdb2a46aef594be41ec	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15335	external_reference	3d443d66ebbc74cf8db931920ae4d1f932fd230259904a0f2a9b78ca2e392d8d	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15343	external_reference	e02a2ab38157e4b5a2f61b4d58a73117c3566f0b4ea813986116fb605a344625	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15346	external_reference	5d626cba25682dd2a231557af703d1aee9cc74bd90a8f941a91dce7d4f0212e8	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15347	external_reference	484b3f3a632de5c88a586d710c11d8e7aa39c01817238df4415283c3394be1bb	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15353	external_reference	98e58ca15527bd2a966e8a9535a0207523ed4a9f7272756bbfebbaa58f2dc97c	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15354	external_reference	f3dbb8e6147160b4d93b8d440b5d10e6e47095f55ccf4893b1c473447c9b2480	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15356	external_reference	93090b85fbc6e78b4b159d89439baa16e1486b8994e35abb9f4bb18c371ca7c0	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
CHEBI:15361	external_reference	a23aaf61eebc1156f154461bf1bd24428f0f6b1c37ae64cd0b8e4dd9ac5bb3be	reference_only		MIM-supplied reference and labels, without a fresh authority identity/category claim; associated assertions have separate review dispositions.
