source_record	record_sha256	identifier	preferred_term	mapping_status	prior_verdict	verdict	basis	baseline_commit	baseline_git_blob	review_report	report_sha256	finding_ids
data/ingredients/mapped/1-Kestose.yaml	c3cd932ad6e3dd6b446c499cb8c69bca008dd05bf21dc30acc80368fe1b318e8	CHEBI:16885	1-Kestose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	6bc3aba706441a6f3584f5829d3b4a5e4e4a95d8	reports/yaml_record_review/1-Kestose.md	beaae76c539cc03d45c6448c810c62442328ddf799d3c38e9615dfb84acf9070	"[""SEM:1758aba761e0ac98d450"",""SEM:ad313d4eabb6a03b4ba5""]"
data/ingredients/mapped/1-Pentanol.yaml	d47463e81ebb231c75529caffced6330cdfb1bea8ebc2b517aaaecd12a4e6d19	CHEBI:44884	1-Pentanol	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2d5c55b6f8b11db50d3d9f9d60c6f701a9c4c332	reports/yaml_record_review/1-Pentanol.md	fb44af6171bb87a72a0a557e5513f140ec6b74af9d653ea235c470297d58fcac	"[""SEM:0e201d7995b5dcc3eb98""]"
data/ingredients/mapped/1-aminocyclopropane-1-carboxylate.yaml	1e651391a3c74fff1a3bde0312bfd657542ab61b4c83407f4c1450115037234c	CHEBI:18053	1-aminocyclopropane-1-carboxylate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	9314ce4b6240e1369c666f3e48db34b725e13b10	reports/yaml_record_review/1-aminocyclopropane-1-carboxylate.md	8dd3503cb37574a03ef5914ddd49c3626a4b624da18f6489361002007a6fa148	"[""SEM:cb472d716d5549ebb82f"",""SEM:103981bb3e79d4ddf03c""]"
data/ingredients/mapped/1-butanolCO2.yaml	50e87c5ea60a056062c81c01bf5e8ea28a1dc8c8f8e3f20acb27a18ef7f5213d	kgmicrobe.ingredient:1_butanol_co2	1-butanol+CO2	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ad66b3254385da06a7946fb4780f89becd9700e7	reports/yaml_record_review/1-butanolCO2.md	643a903322c684ee3cd50c65222799ddab4551fa0b62c686e46ac9ed7604a471	"[""SEM:f0b96f127101596a4c9d""]"
data/ingredients/mapped/1-chlorobutane.yaml	29a80bb0d90697f0c3e5336170cdf978ab47781d224c8f83a69835413a15d2ac	CHEBI:747005	1-chlorobutane	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	d6646c2299de24fb29c4f65b29332db0f5d297f4	reports/yaml_record_review/1-chlorobutane.md	cea7ba7f23f3c6d97be732811759a43fbfa83aad9d4ed6c7ec50e9b53baf0812	"[""SEM:80c5e72925b893803f10""]"
data/ingredients/mapped/1-chloropropane.yaml	b0aab9c318f086881a1fd386823724c1a0e88b6b1573b695d3e311c0f17be71f	CHEBI:747004	1-chloropropane	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	7b5012b309e92b2218024cbc6f9568be9b96a552	reports/yaml_record_review/1-chloropropane.md	54d1c55c01d7b786c48bca5b53f4b32060ca19fafbecd6995e1229c80a17aebd	"[""SEM:7f61a1d795aae318a849""]"
data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	0406799826473dee458b6358022420cc7555ba9ee3fbbd2e0b7689cde32fa6d5	cas:143314-17-4	1-ethyl-3-methylimidazolium acetate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	07de1925deaabcf58643adde7bbbb7ab9ef8f68e	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Acetate.md	871aecaabd8adcab700143b88af4b77f8e067783a526d8754000d22255db20ca	"[""SEM:5f9232ac8ecbbc597b02""]"
data/ingredients/mapped/1-ethyl-3-methylimidazolium_Chloride.yaml	5b7a8d4808e005f65dda0e933c887e9780d85236ddf4882bb9479f86fe7a41d0	CHEBI:61327	1-ethyl-3-methylimidazolium chloride	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	8014f1d987f6d3aa9de7b34c306b7aef6422d5ca	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Chloride.md	00dfded9dab8b312c328f480c0b0dabd88b96ef25533cf7a21bc7ee0475e9152	[]
data/ingredients/mapped/1-ethyl-3-methylimidazolium_Lysine.yaml	ceb4b7626883ddf513cb4ff1c5259dd6361ca7c540fd10e44bea29b7817f83c8	kgmicrobe.compound:1-ethyl-3-methylimidazolium_lysine	1-ethyl-3-methylimidazolium lysine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	73a687e29eaa796146e029b8a45f38cfb5ca5791	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Lysine.md	ccd25af3334dbdb3fc5e687d827bf4afe45862699f7ad27cdb0e796f5db79699	"[""SEM:d5376d87e92ae8364a2e""]"
data/ingredients/mapped/1-methylphenanthrene.yaml	8cc4a3001604adfe0a69ddf0c97834feb9c579731ac23c8aa5a3d2d27bfddd04	CHEBI:35860	1-methylphenanthrene	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	4e67a5e2b07e5e7ea4a0c8013f909998e07d96a8	reports/yaml_record_review/1-methylphenanthrene.md	9ef7af6c4dea654f717918e19b46cd0c3bc63de443325b2e1ef6a94a2ee3cd80	"[""SEM:9f82dddc361f96ec319d""]"
data/ingredients/mapped/1-naphtylacetic_Acid.yaml	d363ddaae1c24c09e13c37da08078439c8e54a83076624364ff224dee04a649c	CHEBI:32918	1-Naphthylacetic acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	84189080b7fa334a8ce72010d926d6b85358b0d3	reports/yaml_record_review/1-naphtylacetic_Acid.md	edeb6459c5de4e7da690f0c0f0c414408b03bbf0051fa90095def85dee5bdaf5	"[""SEM:d36295aa4f0183aac97b""]"
data/ingredients/mapped/1-o-methyl_Alpha-galactopyranoside.yaml	87b7570e196ec20d4f71621c4036e9d1eb555c4ed931f791a11f102f965bca0f	CHEBI:55507	1-o-methyl Alpha-galactopyranoside	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	716d28e3f8975462620ad9d41286743a8b9ae1ed	reports/yaml_record_review/1-o-methyl_Alpha-galactopyranoside.md	73a874cc6c8a22f8b08f4077952e76ed44ed9a358b4d0fce464b78487bfcb0a7	"[""SEM:ddc32bfb0605ec3eaeba""]"
data/ingredients/mapped/1-octen-3-ol.yaml	0b48ef0d1a3762aaff60b09ab6b7719bef6279fe0fd60e87688189daad4395ff	CHEBI:34118	1-octen-3-ol	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2e2ee1d328b236588f56ab2049a8b1fdf8a21c3a	reports/yaml_record_review/1-octen-3-ol.md	5d4dab898996ba5e01c128f7d2949dc16a6969bf7f42a240ad10c71ffeedd760	"[""SEM:a2737f674626659ffe76""]"
data/ingredients/mapped/1-phenazinecarboxamide.yaml	c76c47f904ae1eeb42385b3543fdbd4eb0bb44dbb3b6a0ec2800645fea481503	CHEBI:62240	1-phenazinecarboxamide	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	182a8d05abfce0bc58aa1b4f7dace1727f0a31e3	reports/yaml_record_review/1-phenazinecarboxamide.md	d3b74955e420c4010dbae65e2f4e1690687b95021bc9543c61e35954b74074ff	"[""SEM:2f388d710dc8c777ba26""]"
data/ingredients/mapped/1-propanolCO2.yaml	7d53441edc57a1c03be337a90e4dfe587a0577b2d89e3cba2c071ee29878110e	kgmicrobe.ingredient:1_propanol_co2	1-propanol+CO2	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	7e16f036f07111f73242d128a81169508acde654	reports/yaml_record_review/1-propanolCO2.md	afe82c135f976dea69b5655ebeb8947e081fc8cd21796702cee785aafca2be6a	"[""SEM:83f88cb7bb8da748c1c9""]"
data/ingredients/mapped/11-Biphenyl-2-ol.yaml	dc60491a8903099e05468b1f6eb280cbad17fdb150d1eccde0eb298c5c32e0d3	CHEBI:17043	[1,1′-Biphenyl]-2-ol	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	7f24700a4c1ad52a69ae03646cba7ee10e33c29f	reports/yaml_record_review/11-Biphenyl-2-ol.md	70b3cb6282f8e8086f8e3ff8109f2700e07616e36f88dfe9d7a282b789f275e3	"[""SEM:31e603bf4d164b230e7e""]"
data/ingredients/mapped/112-trichloroethane.yaml	e0ca9c75cc61a05b278e044d4e243ebc1854e3d686895a23510798f9049d00db	CHEBI:36018	1,1,2-Trichloroethane	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	a7cca99918cc6f5a9e100a71bde20222ef4730c4	reports/yaml_record_review/112-trichloroethane.md	e473fc4dc2e65f8b09dc64afa073f1fc0f2acd72fd8a6cf7bb3016b10df42658	"[""SEM:06e9ba775c260e7ea4d5""]"
data/ingredients/mapped/1122-Tetrachloroethane.yaml	b0a7327db273c860ba78aaecb8864949d4579b70186a4b9869845b0425b8938c	CHEBI:36026	1,1,2,2-Tetrachloroethane	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ab21a3fe79731d330897dbd17e83d2ab1a702b70	reports/yaml_record_review/1122-Tetrachloroethane.md	3b56e4380d3dad02a256e5420d89a763589df74c9f59c8d5587d983ec73aaefe	"[""SEM:041e44760b57510920e6""]"
data/ingredients/mapped/12-Propanediol.yaml	14d023d7d18ed23abf31b8fa97c288b30cd4957f35e1d5e63290d27d01e0e3d7	CHEBI:16997	1,2-Propanediol	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	c9418ea6b453965de01dbcd17dc6d4f30987da06	reports/yaml_record_review/12-Propanediol.md	13316c370bb04d6df6c1fcfbdfbf7a94a1df7b089c24524cae7e0791c1a2e55b	"[""SEM:fec1225ebc72e978be22""]"
data/ingredients/mapped/12-dichloropropane.yaml	daa1826b7708c2094d5b454b451ac75463fedc9f716e26f8a3b90af5fbcc66b9	CHEBI:82163	1,2-Dichloropropane	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2d68fa3cd78d4b052593bcf0aac8daa70c9f35e3	reports/yaml_record_review/12-dichloropropane.md	4e93ed4ebbd7a36cc5fe1f6329a4546e2e552b9047e94df53306a070512efe9b	"[""SEM:7f2726e9458dafb6fa62""]"
data/ingredients/mapped/13-Butandiol.yaml	67d1757c57f47c9161ff6763b14858ab926b818a8796f8469165ce4e06475f65	CHEBI:52683	1,3-Butanediol	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	8eebf078833401031f6f550d4a139fe9035d2420	reports/yaml_record_review/13-Butandiol.md	1569f7be4250b93aabcd7dad4d0144521c940460c39de8ea5ef68abf8ef747bf	"[""SEM:db35ea2a655bc0762141""]"
data/ingredients/mapped/13-Hexanediol.yaml	b23558fbfa9c1733db50368c0639c58a91fee40726056f0b8477215e99e4f701	cas:21531-91-9	1,3-Hexanediol	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	91141b5fe7d24eb172eb9b922a8c8c3a5cab7122	reports/yaml_record_review/13-Hexanediol.md	17aed31bbc8e498e213115c8851b9479afcd55adefca61b4fadb630ea1f01bdc	[]
data/ingredients/mapped/13-Propanediol.yaml	7d5491352aa59488558c2f2f520d94999d70cdc92bf2f7e50fd2e99ca446a4d7	CHEBI:16109	1,3-Propanediol	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	f777cad3ae98b1b38eca7176e9413fbcc452039c	reports/yaml_record_review/13-Propanediol.md	1f9d1e4069cb823e3b5dd22ab209a53cf1f2a9d002e952884db536cd25d88236	[]
data/ingredients/mapped/14-B-D-Galactobiose.yaml	346c00c2a113dc722024aef411d261d3a1a09182303a49695e749f53fb575c22	cas:2152-98-9	1,4-B-D-Galactobiose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	b5991cced7c637a6716c4eb42c69b403c797b7b6	reports/yaml_record_review/14-B-D-Galactobiose.md	b074010fba13eec855e9077960e5dd00c2080fb66f4060bdc1e42d6babc9743e	"[""SEM:7fa34fc3278f9ae91d35"",""SEM:ea76cf5a2e2b2baab085""]"
data/ingredients/mapped/14-Butanediol.yaml	74b5887ec491eeb6c5f0105dbf97fd961658618af248d954b372ca8e50ad1696	CHEBI:41189	1,4-Butanediol	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	e833d38c182281cb35794c7369964f2319e80069	reports/yaml_record_review/14-Butanediol.md	7b4d6f9ec5508bfe8efb533851793ef80691c576e0cff163c4d5de350544ba3c	"[""SEM:ef19d078c37bb51867e8""]"
data/ingredients/mapped/14-naphthoquinone.yaml	74519ba0c232e6754ae9308228823ae8a6ff51525c9d1d15cb70b415eb40206b	CHEBI:27418	1,4-Naphthoquinone	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	6c766a83a31fd965cc94eaf8aa226f819a9fba40	reports/yaml_record_review/14-naphthoquinone.md	0078f0153dc99d9e1e1bd156cd49f2a855d216acbf50531adbc515fb7457caad	"[""SEM:9ab9d4b1c0875fd0b9f9""]"
data/ingredients/mapped/15-Pentanediol.yaml	fc54d1228fc469376af11849f4f24d517b1405881c0390dded5bb980cdca2af2	CHEBI:185431	1,5-Pentanediol	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	0849fd821a5615c4e7b21ed5d1c68b3dd488b9b1	reports/yaml_record_review/15-Pentanediol.md	9d04a8adc274fb8be6460eed4c145e1be94548d538298acb3e89aedcd30ca2f1	"[""SEM:77b9eaf4e8ec6c5858b3""]"
data/ingredients/mapped/16-Hexanediamine.yaml	526ca6991c57ea6bbfa7ca1b84eea0ca5bb51950e542240714ff1df782453034	cas:124-09-4	1,6-Hexanediamine	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ffbfcba7f1f5343dde1eb8831ff88cf07a2c7e3b	reports/yaml_record_review/16-Hexanediamine.md	4a6c51f7ec5d7153da8d505e60979d45a1d7f61a5b0bf99e4bc4234b60379bd1	"[""SEM:e00cb82c389368eb198b""]"
data/ingredients/mapped/18-Crown-6.yaml	c0d9f2830b5226ce4cd6b6ae37800de334d8ca7b9688538e5661814aeed8f5ca	CHEBI:32397	18-Crown-6	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	58a462d670ffe1171201f25a2f8a94fdee502d95	reports/yaml_record_review/18-Crown-6.md	36578572eb0e2169455de3418df7f14981892b463bbf6b0e6ecf9bba05dcf0e3	"[""SEM:32af282a9c51bb6c5e89""]"
data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	bf6ad13872c6cc7344c6375052bfbdea93411ae008633acf26cac93be6694bf8	cas:303-07-1	2,6-dihydroxybenzoic acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	1a188b740c797c31e987dede98b69e5d1084e8bd	reports/yaml_record_review/2-6-dihydroxybenzoic_Acid.md	9d1bfd89a58dc8352cadd357f665e82df03d8b1e3b3eab783feaced877e353b2	"[""SEM:ecd592a1a37993dc715d""]"
data/ingredients/mapped/2-Acetylpyrrole.yaml	68c999e6bca5da4ae9d2296e44cfe958547534debfd03e8bebf9bc21b1c86438	CHEBI:59981	2-Acetylpyrrole	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	39bdcb8e7ca520dc0dbcf4fc270b1f006b10f260	reports/yaml_record_review/2-Acetylpyrrole.md	cffdab726f2fb016d66a0f35d8873cdb3b055699690d6d0cd3cb35c631c999ff	"[""SEM:559c44c65802f2805248""]"
data/ingredients/mapped/2-Aminoethylphosphonate.yaml	25dc9a50e431b1178f31a0641a1caa4ceebc8603a0368886cac2d68c5f5f70a6	CHEBI:15573	2-Aminoethylphosphonate	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	083e9382886c92883090a6a4ecc64edf10a63bcf	reports/yaml_record_review/2-Aminoethylphosphonate.md	1f73e0d9bb752785a3fa8d264938dae62dc0b8cd67d989dfdc72d96d17df1900	"[""SEM:8eec100ec2755afae95e""]"
data/ingredients/mapped/2-Azetidinone.yaml	f7e28c779eaf03d6687ab9df8bd6b3bb35406d8a6ad79553b2796f7700af32d8	CHEBI:327119	2-Azetidinone	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	1b867e308a9a9a133b6b6946e56cb492ca9d47fb	reports/yaml_record_review/2-Azetidinone.md	5e560c3fa69a1e92a3883c30b881489d87610d3ebb8f335341ab2c5b0a648d2c	"[""SEM:076272471bc4f71e8cd3""]"
data/ingredients/mapped/2-Chlorobenzoic_acid.yaml	d02d654d0908c1d849a51a828beb7db09e25ca1e15f8feb906e400ce189cc0ad	CHEBI:30793	2-Chlorobenzoic acid	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	6a11a1c5432aa92befc44d04da2c20c15f21264e	reports/yaml_record_review/2-Chlorobenzoic_acid.md	18a997744bb1b950037f7a7e4ea4c5666605b3407cbbcf2d411fd88b1857abe3	"[""SEM:bbe330c45514553e6e8a""]"
data/ingredients/mapped/2-Deoxy-D-Ribose.yaml	b6128f7ddd369ed67041c0958845fecee40c48cc5c5612a956a84141888509a3	CHEBI:28816	2-Deoxy-D-Ribose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	e5f4d1f6ed75b23fef74337d7ce8f691f8da68b4	reports/yaml_record_review/2-Deoxy-D-Ribose.md	db75a5cce9767c506691be908aac66c88fbdac8492b61a96c8a866ebd6fe7137	"[""SEM:6595cd6c606e1ecec127"",""SEM:af8d93ac4cd54d09c73a""]"
data/ingredients/mapped/2-Deoxy-D-glucose.yaml	ff57b56e0dc51c2bb5c03d6830082e628f1358c09d5bd2c775b9c9c0ce92625a	CHEBI:15866	2-Deoxy-D-glucose	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	cf5491d7d1eb3ac538055674d180512355047801	reports/yaml_record_review/2-Deoxy-D-glucose.md	cea87e3970dce7abc7c25cf1be8c811827a119eabc81a2c565eb9bb6473ab9be	"[""SEM:c6fc90cbdac7b341d009"",""SEM:dc0a8aacf5ac408b152c""]"
data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	57e0bbff066972a22942aef00314bb0b1376d48b7ca1805a6d7d0388a70fe781	cas:7284-15-3	2-Deoxy-D-ribonic acid lithium salt	MAPPED	needs_curation	needs_curation	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	da034be3fe0d77f5994676177e29e98ccda3b135	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md	fe4c5aa81d4da18995697985cdd8986b2e9b94872d484092f444ec5ce1b49b23	"[""SEM:48d9bb746192b3656089""]"
data/ingredients/mapped/2-Deoxyadenosine_5-monophosphate.yaml	5bd46a0771456e074fe710a3666aed24c193c87c461aea1c645be5829a0978b5	CHEBI:17713	2-Deoxyadenosine 5-monophosphate	MAPPED	pass	pass	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	2c678af1f4c22ad72b622e7c7ec51299a9300b5a	reports/yaml_record_review/2-Deoxyadenosine_5-monophosphate.md	03cf1ebd862d4e52aa8f11ffbe11564b80a678b9316c935216a4f9baf5648804	[]
data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	234edb342d3ca2141a1d979722b23e9f4541903cd40df75d1871a864cb515edb	cas:16373-93-6	2-Deoxyadenosine monohydrate	MAPPED	pass_with_minor_issues	pass_with_minor_issues	unchanged_source_with_existing_semantic_review	44093d6e5275b7965e55f8bc01457c3a7a736692	ee861199f05687e6b3a633223d310d7ae1405d87	reports/yaml_record_review/2-Deoxyadenosine_Monohydrate.md	b45850b98b1629b619202477b711b8d1c52f1d63960470c2998d9826c41d0d45	"[""SEM:13d9e6f32d7efb998c3a""]"
