finding_id	source_record	record_scope	kind	severity	affected_unit	disposition	reason	evidence
SEM:1758aba761e0ac98d450	data/ingredients/mapped/1-Kestose.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-Kestose.yaml	open	Active ChEBI identity and exported products pass, but an open kgscan discussion is mostly irrelevant and unattached.	reports/yaml_record_review/1-Kestose.md
SEM:0e201d7995b5dcc3eb98	data/ingredients/mapped/1-Pentanol.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-Pentanol.yaml	open	Active CAS-derived ChEBI identity and exported products pass, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/1-Pentanol.md
SEM:cb472d716d5549ebb82f	data/ingredients/mapped/1-aminocyclopropane-1-carboxylate.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-aminocyclopropane-1-carboxylate.yaml	open	CAS-grounded ChEBI identity and exported products pass, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/1-aminocyclopropane-1-carboxylate.md
SEM:f0b96f127101596a4c9d	data/ingredients/mapped/1-butanolCO2.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-butanolCO2.yaml	open	Decomposition to local fallback with butan-1-ol and carbon dioxide components passes, but current notes still contain stale pre-resolution text.	reports/yaml_record_review/1-butanolCO2.md
SEM:80c5e72925b893803f10	data/ingredients/mapped/1-chlorobutane.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-chlorobutane.yaml	open	Active high-number ChEBI identity and exported products pass; stale validation rows and optional CAS/synonym enrichment remain.	reports/yaml_record_review/1-chlorobutane.md
SEM:7f61a1d795aae318a849	data/ingredients/mapped/1-chloropropane.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-chloropropane.yaml	open	Active high-number ChEBI identity, n-propyl chloride synonym, and exported products pass; stale validation rows and optional CAS enrichment remain.	reports/yaml_record_review/1-chloropropane.md
SEM:5f9232ac8ecbbc597b02	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Acetate.yaml	open	CAS-primary salt identity and narrow cation mapping pass, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Acetate.md
SEM:d5376d87e92ae8364a2e	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Lysine.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-ethyl-3-methylimidazolium_Lysine.yaml	open	Active local salt identity and narrow CHEBI:63895 parent pass, but the top-level notes still describe the pre-repair unmapped state.	reports/yaml_record_review/1-ethyl-3-methylimidazolium_Lysine.md
SEM:9f82dddc361f96ec319d	data/ingredients/mapped/1-methylphenanthrene.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-methylphenanthrene.yaml	open	Active CHEBI identity and synchronized products pass; optional CAS, stale validation rows, and a timestamp-ordering nit remain.	reports/yaml_record_review/1-methylphenanthrene.md
SEM:d36295aa4f0183aac97b	data/ingredients/mapped/1-naphtylacetic_Acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-naphtylacetic_Acid.yaml	open	Active CHEBI identity, typo preservation, and chemistry pass, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/1-naphtylacetic_Acid.md
SEM:ddc32bfb0605ec3eaeba	data/ingredients/mapped/1-o-methyl_Alpha-galactopyranoside.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-o-methyl_Alpha-galactopyranoside.yaml	open	Active CHEBI identity and chemistry pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/1-o-methyl_Alpha-galactopyranoside.md
SEM:a2737f674626659ffe76	data/ingredients/mapped/1-octen-3-ol.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-octen-3-ol.yaml	open	Active CAS-grounded CHEBI identity passes, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/1-octen-3-ol.md
SEM:2f388d710dc8c777ba26	data/ingredients/mapped/1-phenazinecarboxamide.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-phenazinecarboxamide.yaml	open	Active CAS-grounded CHEBI identity and synchronized products pass; only optional PCN synonym enrichment remains.	reports/yaml_record_review/1-phenazinecarboxamide.md
SEM:83f88cb7bb8da748c1c9	data/ingredients/mapped/1-propanolCO2.yaml	active	existing_record_review	minor	data/ingredients/mapped/1-propanolCO2.yaml	open	Local fallback identity and propan-1-ol/carbon dioxide decomposition pass, but notes still describe the older unresolved split state.	reports/yaml_record_review/1-propanolCO2.md
SEM:31e603bf4d164b230e7e	data/ingredients/mapped/11-Biphenyl-2-ol.yaml	active	existing_record_review	minor	data/ingredients/mapped/11-Biphenyl-2-ol.yaml	open	Active CHEBI identity and CultureMech provenance pass, but ChEBI-backed ingredient_type and chemistry are still missing.	reports/yaml_record_review/11-Biphenyl-2-ol.md
SEM:06e9ba775c260e7ea4d5	data/ingredients/mapped/112-trichloroethane.yaml	active	existing_record_review	minor	data/ingredients/mapped/112-trichloroethane.yaml	open	Active CHEBI identity and structure pass, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/112-trichloroethane.md
SEM:041e44760b57510920e6	data/ingredients/mapped/1122-Tetrachloroethane.yaml	active	existing_record_review	blocker	data/ingredients/mapped/1122-Tetrachloroethane.yaml	open	2-tetrachloroethane is ambiguous between CHEBI:34024 and CHEBI:36026, but the record publishes an unsupported exact CHEBI:36026 identity.	reports/yaml_record_review/1122-Tetrachloroethane.md
SEM:fec1225ebc72e978be22	data/ingredients/mapped/12-Propanediol.yaml	active	existing_record_review	minor	data/ingredients/mapped/12-Propanediol.yaml	open	Active CAS-grounded CHEBI identity passes, but the open kgscan discussion is irrelevant and unattached.	reports/yaml_record_review/12-Propanediol.md
SEM:7f2726e9458dafb6fa62	data/ingredients/mapped/12-dichloropropane.yaml	active	existing_record_review	minor	data/ingredients/mapped/12-dichloropropane.yaml	open	Active CAS-specific racemate identity passes; only stale advisory rows still mention the old generic CHEBI:142468 target.	reports/yaml_record_review/12-dichloropropane.md
SEM:db35ea2a655bc0762141	data/ingredients/mapped/13-Butandiol.yaml	active	existing_record_review	minor	data/ingredients/mapped/13-Butandiol.yaml	open	Active CHEBI identity and synchronized products pass; only stale advisory rows still mention the older German preferred label state.	reports/yaml_record_review/13-Butandiol.md
SEM:7fa34fc3278f9ae91d35	data/ingredients/mapped/14-B-D-Galactobiose.yaml	active	existing_record_review	major	data/ingredients/mapped/14-B-D-Galactobiose.yaml	open	Active CHEBI identity passes, but CARBON_SOURCE is asserted from only a provisional name-pattern prediction.	reports/yaml_record_review/14-B-D-Galactobiose.md
SEM:ef19d078c37bb51867e8	data/ingredients/mapped/14-Butanediol.yaml	active	existing_record_review	major	data/ingredients/mapped/14-Butanediol.yaml	open	Active CHEBI identity passes, but parse fragments Butane-1 and 4-diol still leak into active exact labels.	reports/yaml_record_review/14-Butanediol.md
SEM:9ab9d4b1c0875fd0b9f9	data/ingredients/mapped/14-naphthoquinone.yaml	active	existing_record_review	minor	data/ingredients/mapped/14-naphthoquinone.yaml	open	Active CHEBI identity passes, but the synonym list still contains the non-label raw text Role: Growth factor.	reports/yaml_record_review/14-naphthoquinone.md
SEM:77b9eaf4e8ec6c5858b3	data/ingredients/mapped/15-Pentanediol.yaml	active	existing_record_review	minor	data/ingredients/mapped/15-Pentanediol.yaml	open	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.	reports/yaml_record_review/15-Pentanediol.md
SEM:e00cb82c389368eb198b	data/ingredients/mapped/16-Hexanediamine.yaml	active	existing_record_review	major	data/ingredients/mapped/16-Hexanediamine.yaml	open	The stripped CAS fallback is exact, but PubChem and ChEBI now expose CHEBI:39618 for this compound.	reports/yaml_record_review/16-Hexanediamine.md
SEM:32af282a9c51bb6c5e89	data/ingredients/mapped/18-Crown-6.yaml	active	existing_record_review	minor	data/ingredients/mapped/18-Crown-6.yaml	open	Active CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/18-Crown-6.md
SEM:ecd592a1a37993dc715d	data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	active	existing_record_review	major	data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	open	Preferred label and stripped CAS RN are fixed, but the record needs CHEBI:68465 promotion and still exports the invalid 2-6-dihydroxybenzoic acid fallback label.	reports/yaml_record_review/2-6-dihydroxybenzoic_Acid.md
SEM:559c44c65802f2805248	data/ingredients/mapped/2-Acetylpyrrole.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Acetylpyrrole.yaml	open	Active CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-Acetylpyrrole.md
SEM:8eec100ec2755afae95e	data/ingredients/mapped/2-Aminoethylphosphonate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Aminoethylphosphonate.yaml	open	Residual CultureMech grounding to CHEBI:15573 passes, but ingredient_type and ChEBI-derived chemistry are missing.	reports/yaml_record_review/2-Aminoethylphosphonate.md
SEM:076272471bc4f71e8cd3	data/ingredients/mapped/2-Azetidinone.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Azetidinone.yaml	open	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.	reports/yaml_record_review/2-Azetidinone.md
SEM:bbe330c45514553e6e8a	data/ingredients/mapped/2-Chlorobenzoic_acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Chlorobenzoic_acid.yaml	open	Residual CultureMech grounding to CHEBI:30793 passes, but ingredient_type and ChEBI-derived chemistry are missing.	reports/yaml_record_review/2-Chlorobenzoic_acid.md
SEM:6595cd6c606e1ecec127	data/ingredients/mapped/2-Deoxy-D-Ribose.yaml	active	existing_record_review	major	data/ingredients/mapped/2-Deoxy-D-Ribose.yaml	open	Active CHEBI identity passes, but CARBON_SOURCE is provisional and a folded one-recipe Deoxyribose alias is not reflected in occurrence_statistics.	reports/yaml_record_review/2-Deoxy-D-Ribose.md
SEM:c6fc90cbdac7b341d009	data/ingredients/mapped/2-Deoxy-D-glucose.yaml	active	existing_record_review	major	data/ingredients/mapped/2-Deoxy-D-glucose.yaml	open	Active CHEBI identity passes, but CARBON_SOURCE is asserted from only provisional ChEBI-ancestry evidence.	reports/yaml_record_review/2-Deoxy-D-glucose.md
SEM:48d9bb746192b3656089	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	open	The narrow parent mapping and lithium formula are fixed, but parent-acid InChI, SMILES, and synonym fields remain on the lithium-salt record.	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md
SEM:13d9e6f32d7efb998c3a	data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	open	Exact CAS-backed monohydrate identity and closeMatch parent row pass; only stale advisory rows remain.	reports/yaml_record_review/2-Deoxyadenosine_Monohydrate.md
SEM:bc94f7edf121c7a57e9b	data/ingredients/mapped/2-Hydroxybutyric_Acid_Sodium_Salt.yaml	active	existing_record_review	major	data/ingredients/mapped/2-Hydroxybutyric_Acid_Sodium_Salt.yaml	open	Exact sodium-salt identity and narrow parent mapping pass, but a parent-acid synonym and provisional CARBON_SOURCE role remain.	reports/yaml_record_review/2-Hydroxybutyric_Acid_Sodium_Salt.md
SEM:a4408b7cc104b8523db8	data/ingredients/mapped/2-Hydroxypyridine.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Hydroxypyridine.yaml	open	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.	reports/yaml_record_review/2-Hydroxypyridine.md
SEM:3d200b71e49d5b93d308	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.yaml	active	existing_record_review	major	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.yaml	open	Exact hydrate CAS and closeMatch parent pass, but chemistry is missing, the monohydrate label leaks onto the generic hydrate, and provisional roles remain.	reports/yaml_record_review/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.md
SEM:942e5e5ab8031b0237df	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.yaml	active	existing_record_review	blocker	data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.yaml	open	The record says monohydrate, but the active CAS/formula/structure/PubChem values resolve to an anhydrous calcium 2-ketogluconate.	reports/yaml_record_review/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.md
SEM:10662c4a4133aabe2eec	data/ingredients/mapped/2-Mercaptopyridine_N-oxide_Sodium_Salt.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Mercaptopyridine_N-oxide_Sodium_Salt.yaml	open	Active CHEBI salt identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-Mercaptopyridine_N-oxide_Sodium_Salt.md
SEM:95c215d379a05ae77aa3	data/ingredients/mapped/2-Nitrophenol.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Nitrophenol.yaml	open	Residual CultureMech grounding to CHEBI:16260 passes, but ingredient_type and ChEBI-derived chemistry are missing.	reports/yaml_record_review/2-Nitrophenol.md
SEM:c5f193b3b64bf61b46b4	data/ingredients/mapped/2-Piperidinone.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Piperidinone.yaml	open	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-Piperidinone.md
SEM:8e1c24cb33468aa9bb09	data/ingredients/mapped/2-Sulfobenzoic_Acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-Sulfobenzoic_Acid.yaml	open	MESH identity, OLS resolution, occurrence counts, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/2-Sulfobenzoic_Acid.md
SEM:3b92b41a981f1ed2c8cf	data/ingredients/mapped/2-_Methylthioethanol.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-_Methylthioethanol.yaml	open	Active CAS-grounded CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-_Methylthioethanol.md
SEM:4f6297d454fabe6dba6e	data/ingredients/mapped/2-aminobenzoate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-aminobenzoate.yaml	open	Active CHEBI synonym identity, anion chemistry, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/2-aminobenzoate.md
SEM:6501769377eaefebb996	data/ingredients/mapped/2-aminopentanoic_Acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-aminopentanoic_Acid.yaml	open	Active CHEBI identity, chemistry, non-media source-occurrence tracking, SSSOM, and aggregate pass; only timestamp-ordering and stale-advisory nits remain.	reports/yaml_record_review/2-aminopentanoic_Acid.md
SEM:7aa01e8cd2ca59b8ef9d	data/ingredients/mapped/2-bromo-2-nitro-13-propanediol.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-bromo-2-nitro-13-propanediol.yaml	open	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-bromo-2-nitro-13-propanediol.md
SEM:27d07503a861df75e6fc	data/ingredients/mapped/2-butanolCO2.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-butanolCO2.yaml	open	Local two-component fallback identity, component partonomy, SSSOM, and aggregate pass, but top-level and mapping-evidence notes still describe the older unresolved split.	reports/yaml_record_review/2-butanolCO2.md
SEM:27f8035e80f5a0f0d48e	data/ingredients/mapped/2-chloro-4ethylamino-6-isopropylamino-135-triazine.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-chloro-4ethylamino-6-isopropylamino-135-triazine.yaml	open	Active CHEBI atrazine identity, CultureMech alias, SSSOM, aggregate, and docs pass; only stale advisory rows and optional chemistry enrichment remain.	reports/yaml_record_review/2-chloro-4ethylamino-6-isopropylamino-135-triazine.md
SEM:f95e9745670faa74028b	data/ingredients/mapped/2-dehydro-D-gluconate.yaml	active	existing_record_review	major	data/ingredients/mapped/2-dehydro-D-gluconate.yaml	open	Active CHEBI anion identity, chemistry, SSSOM, and aggregate pass, but source_occurrences omits the absorbed 2-oxogluconate microbedecoder count.	reports/yaml_record_review/2-dehydro-D-gluconate.md
SEM:346e37bb86ce402c6ca3	data/ingredients/mapped/2-deoxyadenosine.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-deoxyadenosine.yaml	open	Active CHEBI identity, chemistry, anhydrous/monohydrate split, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/2-deoxyadenosine.md
SEM:2579bcaf521a2a0a9ab3	data/ingredients/mapped/2-deoxyinosine.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-deoxyinosine.yaml	open	Active CAS-grounded CHEBI identity, FEBA occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-deoxyinosine.md
SEM:b74cd0deb57cf23b1709	data/ingredients/mapped/2-deoxythymidine-5-4-nitrophenyl_Phosphate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-deoxythymidine-5-4-nitrophenyl_Phosphate.yaml	open	Local fallback identity, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/2-deoxythymidine-5-4-nitrophenyl_Phosphate.md
SEM:26862a9ba4cdcf4ae357	data/ingredients/mapped/2-deoxyuridine.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-deoxyuridine.yaml	open	Active CAS-grounded CHEBI identity, FEBA occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-deoxyuridine.md
SEM:f27199ee678a0e83532d	data/ingredients/mapped/2-dichloroethane.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-dichloroethane.yaml	open	Active CHEBI identity, dropped-locant repair, chemistry, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.	reports/yaml_record_review/2-dichloroethane.md
SEM:375d53fc7b7ef4e7ce71	data/ingredients/mapped/2-dimethylsuccinic_Acid.yaml	active	existing_record_review	blocker	data/ingredients/mapped/2-dimethylsuccinic_Acid.yaml	open	The record publishes an exact identity row to CHEBI:167506, but CHEBI:167506 is the 2,3 isomer and the record only documents a non-exact truncated-label rationale.	reports/yaml_record_review/2-dimethylsuccinic_Acid.md
SEM:1c6d4de53209519ee45f	data/ingredients/mapped/2-fucosyllactose.yaml	active	existing_record_review	major	data/ingredients/mapped/2-fucosyllactose.yaml	open	Active CHEBI identity, chemistry, SSSOM, and aggregate pass, but CARBON_SOURCE is only supported by provisional ChEBI-ancestry evidence.	reports/yaml_record_review/2-fucosyllactose.md
SEM:47d4819244e4759dfc67	data/ingredients/mapped/2-furoic_Acid.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-furoic_Acid.yaml	open	Active CHEBI identity, chemistry, 2/2 occurrence counts, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-furoic_Acid.md
SEM:f5815384de4f7f00f151	data/ingredients/mapped/2-hydroxybutyrate.yaml	active	existing_record_review	major	data/ingredients/mapped/2-hydroxybutyrate.yaml	open	Active CHEBI anion identity, chemistry, SSSOM, and aggregate pass, but source_occurrences omits the absorbed Alpha-hydroxybutyrate microbedecoder count.	reports/yaml_record_review/2-hydroxybutyrate.md
SEM:ae77d027068d240df17a	data/ingredients/mapped/2-mercaptoethanesulfonate.yaml	active	existing_record_review	major	data/ingredients/mapped/2-mercaptoethanesulfonate.yaml	open	Active CHEBI coenzyme M identity and 79 occurrence count pass, but non-label raw text remains in exact_synonyms and COFACTOR_PROVIDER is only supported by in-session LLM evidence.	reports/yaml_record_review/2-mercaptoethanesulfonate.md
SEM:d2340dfac420a7370e4e	data/ingredients/mapped/2-mercaptoethanol.yaml	active	existing_record_review	major	data/ingredients/mapped/2-mercaptoethanol.yaml	open	Active CHEBI identity, chemistry, 5/5 occurrence counts, SSSOM, aggregate, and docs pass, but REDUCING_AGENT is only supported by provisional name-pattern evidence.	reports/yaml_record_review/2-mercaptoethanol.md
SEM:35223ffcc75e7a37bcad	data/ingredients/mapped/2-methyl-1-butanol.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-methyl-1-butanol.yaml	open	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-methyl-1-butanol.md
SEM:b6384bf4b219babcabaf	data/ingredients/mapped/2-methyl-4-isothizaolin-3-one.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-methyl-4-isothizaolin-3-one.yaml	open	Active CAS-backed CHEBI identity and chemistry pass, but the preferred term and slug retain the misspelling isothizaolin.	reports/yaml_record_review/2-methyl-4-isothizaolin-3-one.md
SEM:86251a04c2891cfedc25	data/ingredients/mapped/2-n-Heptyl-4-hydroxyquinoline_N-oxide.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-n-Heptyl-4-hydroxyquinoline_N-oxide.yaml	open	Active CAS-backed CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows and optional molecular-weight enrichment remain.	reports/yaml_record_review/2-n-Heptyl-4-hydroxyquinoline_N-oxide.md
SEM:d001cf7e6b3b5e9bd2cb	data/ingredients/mapped/2-naphthyl_Dihydrogen_Phosphate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-naphthyl_Dihydrogen_Phosphate.yaml	open	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional synonym enrichment and stale advisory rows remain.	reports/yaml_record_review/2-naphthyl_Dihydrogen_Phosphate.md
SEM:2e99b066a2982dd553ae	data/ingredients/mapped/2-naphthyl_Tetradecanoate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-naphthyl_Tetradecanoate.yaml	open	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional 2-Naphthyl myristate synonym enrichment and stale advisory rows remain.	reports/yaml_record_review/2-naphthyl_Tetradecanoate.md
SEM:6b0979edb9b1538a3680	data/ingredients/mapped/2-oxobutanoate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-oxobutanoate.yaml	open	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional synonym enrichment and stale advisory rows remain.	reports/yaml_record_review/2-oxobutanoate.md
SEM:c044a63cd9b643ed4188	data/ingredients/mapped/2-oxobutyric_Acid_Sodium_Salt.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-oxobutyric_Acid_Sodium_Salt.yaml	open	CAS salt identity and narrow CHEBI:16763 parent mapping pass after the generic sodium-salt repair; only optional salt chemistry enrichment and stale advisory rows remain.	reports/yaml_record_review/2-oxobutyric_Acid_Sodium_Salt.md
SEM:b80bf0a84466123b3e38	data/ingredients/mapped/2-oxopentanoate.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-oxopentanoate.yaml	open	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-oxopentanoate.md
SEM:92c3f7ce9a0bb0cfc1db	data/ingredients/mapped/2-pentyl-furan.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-pentyl-furan.yaml	open	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-pentyl-furan.md
SEM:182bbde45b6757ff493e	data/ingredients/mapped/2-propanolCO2.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-propanolCO2.yaml	open	Local fallback identity and propan-2-ol/carbon dioxide decomposition pass, but notes still describe the older unresolved split state.	reports/yaml_record_review/2-propanolCO2.md
SEM:4063d28edd518f5bd7ef	data/ingredients/mapped/2-undecanol.yaml	active	existing_record_review	minor	data/ingredients/mapped/2-undecanol.yaml	open	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.	reports/yaml_record_review/2-undecanol.md
