edge_id	subject	predicate	object	assertion_type	assertion_sha256	source_record	record_sha256	verdict	rationale	review_report
MIM.assertion:0080013360946b8505d2702dbb5fc737f358f4f130fbe8824ba17a315927ab72	MIM:A-Cyclodextrin	biolink:exact_match	CHEBI:40585	mapping	5e52efee2bd2aa069256ae6786dcc530ada895216e881c75fe02796811e53f87	data/ingredients/mapped/A-Cyclodextrin.yaml	b8b0cdff9ec1b79cb23d8b4b3ba2439530fe37513e956df099a896a3591d714d	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/A-Cyclodextrin.md
MIM.assertion:008a43d9330d753be39db62c5957b50d69f7c0f416c4458648bbc41d656f5cec	MIM:Sodium_Acetate_Trihydrate	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.BUFFER	physicochemical_roles	d0f7bf1a8e48a5225ecce3623be4ec62352e6ad81a2941d49be8e1e3a3d0ddb9	data/ingredients/mapped/Sodium_Acetate_Trihydrate.yaml	f5ffd70ecf632a6dd5d777f37411b47ba2bdb0f6f6b8fcc77b378da52d214e96	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Sodium_Acetate_Trihydrate.md
MIM.assertion:008db377ef37168da3f72a9f0d5384ab15f08c0372d420d38dbe5ba19ef00961	MIM:Peptone-yeast_Extract-glucose	biolink:has_part	CHEBI:17234	component	4a65892cf1db0beb4c0a82e1800c9d954368132a8d41072eef4abd567691a24d	data/ingredients/mapped/Peptone-yeast_Extract-glucose.yaml	e4594106002c7e2d51922d22ea48f16a6f4a35b9ceb148fae129271453593cc7	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Peptone-yeast_Extract-glucose.md
MIM.assertion:00b67a644238876014d78bd033dd48f1322020d6036415140589945663b45455	MIM:2-butanolCO2	biolink:has_part	CHEBI:35687	component	43462e383028dcdf109862741253368d3ead626fa0ef1a4188e652ab52a57f8b	data/ingredients/mapped/2-butanolCO2.yaml	fadd8fc30be85b58521508b7521413612db100a3888766d8bb9d7f011bbfa351	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/2-butanolCO2.md
MIM.assertion:00cb305fa0da65da587cf4f9c1f2637397c6b6d1448b8c56784c4d6e41272b92	MIM:Robustic_Acid	biolink:subclass_of	mesh:C105206	mapping	c5dedfe5af5d63fd2811db10f217ce353e19641dbf3bb4e6ba0386ad16713561	data/ingredients/mapped/Robustic_Acid.yaml	ac5b4f111809206ffd0d7601bac5eaf785fd068cfd4516aace954f8e1593e0d5	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Robustic_Acid.md
MIM.assertion:00d1f62fab6fdb21c43d75a93b42fa5e1687614dc2551679051c677f859cbe4e	MIM:Cytidine	biolink:exact_match	CHEBI:17562	mapping	4bc9387c74fd471389179cea8a3a2163208025823ac1079c50318b66ecc75a60	data/ingredients/mapped/Cytidine.yaml	413b03baf922b48926a8e24cf488a13b53524aa62880429bf11d88537afe52fd	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Cytidine.md
MIM.assertion:00d559384a6259851c9cdce171c92625370865a7b7d6e365edfebc5d32a9898f	MIM:1-propanolCO2	biolink:has_part	CHEBI:28831	component	26ca02e0b9d15bd28863ce3f23c61b78974ea545ec99c6060831bcd3f9c715be	data/ingredients/mapped/1-propanolCO2.yaml	7d53441edc57a1c03be337a90e4dfe587a0577b2d89e3cba2c071ee29878110e	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/1-propanolCO2.md
MIM.assertion:00d73047640eb9e1ca4624ebfc63fcbee57804c0597da84ad65066a54b7f742c	MIM:Modified_Wolfes_Minerals	biolink:has_part	CHEBI:53503	component	fa9aa5c58fc25babb381f46cb36d63dfbfb213b800b62216279d34e604ce3fc4	data/ingredients/mapped/Modified_Wolfes_Minerals.yaml	9512ca1f07fc2ac7e0e23caef92bdf5d1933e5e25d3040b25b43a8e31f49b392	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Modified_Wolfes_Minerals.md
MIM.assertion:00db522d5b24f12b597ed3f0686a7b21c9692c3310d1ecbbf58819fea5b345a2	MIM:4-aminobenzoate	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.VITAMIN_SOURCE	nutritional_roles	fbd87a58eeee5c4abfa419f3c0484f31c23a06de9c808517085a4be44f73bb2e	data/ingredients/mapped/4-aminobenzoate.yaml	927670adb571f96eaccb4f2f0d7da5b633cdf4f68a75cbd3b3faab0df18430b8	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/4-aminobenzoate.md
MIM.assertion:00dcb13072f878589159ddc87e164c690ee18cc3ce92d1dfc6bc0df45ae0305e	MIM:D-Maltose_Monohydrate	biolink:exact_match	cas:6363-53-7	mapping	f113f38d7291f6afcdf4aa45149834f05aa1c0ce421c848e9085f5566ad2b05e	data/ingredients/mapped/D-Maltose_Monohydrate.yaml	26a9eeab846dc7bcc7bcca78b8c2f067389444a3bd23e4b85373dd61f9091bec	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/D-Maltose_Monohydrate.md
MIM.assertion:010549285b57059cf1f40b98cc99040738d379f7b7fba9445634cb7d79733038	MIM:CrKSO42_X_12_H2O	biolink:exact_match	cas:7788-99-0	mapping	045492c9c6e8348cd8c06268fdf53851ba994fe365223249f7ad3761e02dc85d	data/ingredients/mapped/CrKSO42_X_12_H2O.yaml	30f47d1b0872dfef9a3ff8561ba2231853cc3cc2e464c66a78659ac5050748a3	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/CrKSO42_X_12_H2O.md
MIM.assertion:01081829d151366afded6640b4a9f0827cadbeaae851af1e80ce137dec755f33	MIM:Erythrose	biolink:exact_match	CHEBI:33946	mapping	ae5665ced0c9d98ddce2dc51b04930bc667917108301fb167d211397ef64c0da	data/ingredients/mapped/Erythrose.yaml	dae391d7131ca0a103e51ac795feaeb837cdc371373610647f09437487b98e68	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Erythrose.md
MIM.assertion:01161fc57d410b89a47ecbe59de74154d8b6d2729138b15347ddd6ee2f6eef9a	MIM:Oleic_Acid	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	29b5d370304d257b691a42ffc40b3f31176229b110bed3d04ff0d6ec9d1f1b19	data/ingredients/mapped/Oleic_Acid.yaml	4ca1c5f8724d60fa691ce325ebcafb632b7782b5f05f19441f098aec93c5ea84	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Oleic_Acid.md
MIM.assertion:0119016d00e6b216ccbe95a73c924f3b4e815c53a0522f88fe102b6591fdb056	MIM:84_GL_NaHCO3_Solution	biolink:exact_match	kgmicrobe.ingredient:84_gl_nahco3_solution	mapping	b4ea1c787f2caa27f36d525bb7cdfa0a3cfdc4ab43ba50bf739cd92421e4d807	data/ingredients/mapped/84_GL_NaHCO3_Solution.yaml	1a8f4136f2de11105febf3112e5ca27fd95fcf9266ca1bb2283210267f70a509	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/84_GL_NaHCO3_Solution.md
MIM.assertion:0127b23a4dac71a3ae89b7f10a5b949aef737c9025a12e5f7e6c3278d7e21317	MIM:Na2moo4_X_7_H2o	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.TRACE_ELEMENT	nutritional_roles	4887eaa3ca0939e5a2422fa0757cc61c8c4d5c2ec6119ded3a43ae4a1acb2a93	data/ingredients/mapped/Na2moo4_X_7_H2o.yaml	c38475fd99369be070f4498f2fc6af0159695713a28ff1383a73e69d1e1fc6e8	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Na2moo4_X_7_H2o.md
MIM.assertion:013f04169ceaab3eeb60b6a92d0e74cfd225f5075c9dc5c6d7b4fe0c8f73e848	MIM:Riboflavin	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.VITAMIN_SOURCE	nutritional_roles	a7208813becaa4f60d57c15b553ed55c094f795361e975ebc58caa8e58ad6ce5	data/ingredients/mapped/Riboflavin.yaml	b79fe5e134e627e7c95d6190e54c52b04f9d81a61ad381cb136b986430d80644	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Riboflavin.md
MIM.assertion:0145acd00d9d5c763eea9c6ec63c21e351b028bbf57258ab343559943a92a865	MIM:Cefotiam	biolink:exact_match	CHEBI:355510	mapping	04b14cbe31fafbc3a22bb766a90eaa64dcbf5161b74c851c632835e118832dc9	data/ingredients/mapped/Cefotiam.yaml	91f41dee10da4833259201986610526856e337284b7c732da2bd44c38d7f7a73	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Cefotiam.md
MIM.assertion:0150755ab2ed6759c7024fa96a7fca8d54e48b2de2c757e30e5262b6e77c1394	MIM:5-Deoxy-5-fluorocytidine	biolink:exact_match	CHEBI:80627	mapping	fd2dcd4cfbfa32b32043206504529c7e2fb13b80aedc48ceb470db59afa613b3	data/ingredients/mapped/5-Deoxy-5-fluorocytidine.yaml	bc50755fb32f7e3d78c93d7fc54b52d882c01569f0659d033828e2322e4d80b6	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/5-Deoxy-5-fluorocytidine.md
MIM.assertion:0151d9e2e41db52f6a41ee710c34223301632946d8d591b9b6c1e4e3d5bf3ac8	MIM:Palmitic_Acid	biolink:exact_match	CHEBI:15756	mapping	d38c8477d5af10d18d788ec55728c27b394c31a0efbd4900969abba84136b6cf	data/ingredients/mapped/Palmitic_Acid.yaml	7e4cd72d2c70c3d9abebbeebf3d318f516e369fd24675967bd491a0ff60c93d1	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Palmitic_Acid.md
MIM.assertion:01582de05f5fcc0094e88d93699e0d7eafef7f49262f84a14387a9af8ae53f85	MIM:Sulfur-free_DL_Minerals	biolink:has_part	CHEBI:86158	component	88a4b9194d1ec24c90b8b67e2f924939ac1416c7bb6d25781a92a9bb4648122c	data/ingredients/mapped/Sulfur-free_DL_Minerals.yaml	84b4158b9b15d8bc874a09c62f2e5d88f727826dfca6576ad8f38c2cd23ab487	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Sulfur-free_DL_Minerals.md
MIM.assertion:015ac24addfbc887dd8476a216e419a3ce071af5cfee6ef72d90be4ced825ebf	MIM:Das_Macro_Solution	biolink:exact_match	kgmicrobe.ingredient:das_macro_solution	mapping	81fcfdb26615076c191af6810b53977a65a3e1c2228c1b3ffe007fb6fae2566b	data/ingredients/mapped/Das_Macro_Solution.yaml	6ca343f61d6d0476bf944e04c636dcd9c45078191e89f85961f976a618ee1bd0	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Das_Macro_Solution.md
MIM.assertion:0161daf161f4750b945c4f8beffb12e26f8428927757e5ba0b4722de65c8fbdf	MIM:Enoxacin	biolink:exact_match	CHEBI:157175	mapping	86c37c73f7711422f5929d8262f36735d4b0ca4b4aac837a7a8db87d992dc23a	data/ingredients/mapped/Enoxacin.yaml	dcbeab45f112c70ded14f5b4efc5d0c1e5755a6e3b4a99e40813d91e04aa2ee5	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Enoxacin.md
MIM.assertion:017ea7bccdf6dfc7a9d873e5e27ad7d6759646d08d706e51606b2f0c1e650058	MIM:1-methylphenanthrene	biolink:exact_match	CHEBI:35860	mapping	d919e10d3c3ea28979effdec49cf7847bcb569a60ab31ff8d5f1188b153b6206	data/ingredients/mapped/1-methylphenanthrene.yaml	8cc4a3001604adfe0a69ddf0c97834feb9c579731ac23c8aa5a3d2d27bfddd04	pass_with_minor_issues	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/1-methylphenanthrene.md
MIM.assertion:01845d5f4ca85f477a36a6b0a0c1377c727972a321e831842cb86f33c5ff66e0	MIM:Beta-D-galactoside	biolink:exact_match	CHEBI:28034	mapping	76643a48389deefbbb1e56eb5049db5d3452457c65d1bd208ea230ebedacb448	data/ingredients/mapped/Beta-D-galactoside.yaml	a567caef0ca1bf1a55335342b704572c9af5678b54947599a6997d454c3c7739	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Beta-D-galactoside.md
MIM.assertion:019b3010eaf09e80cf17b9edef2be6b96234b6f9ead55b258c9bfc0448d11015	MIM:Phosphomycin_Disodium_Salt	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Phosphomycin_Disodium_Salt.yaml	708c721ef6206ab2e92e3d797a8e632bb593840dc9c915a183fa9a594e37c61c	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Phosphomycin_Disodium_Salt.md
MIM.assertion:01a90dd5e5f2ad5a670088c7da02da95a52b94045e77bb1199ba4ac105f089c2	MIM:Feso4_X_6_H2o	biolink:exact_match	kgmicrobe.compound:feso4_x_6_h2o	mapping	d5e0805d543ea52d8515dc648ad47c35789428e75eec5a8903920c052aa22f35	data/ingredients/mapped/Feso4_X_6_H2o.yaml	f599d25e3b8ab6e6ca8e1c0be651fc721661ddc64d80f4da9c5f2390d1b3c8d0	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Feso4_X_6_H2o.md
MIM.assertion:01c253968ced2d9e9492b534ef9d78066372112192bb741e7166e199df00d20a	MIM:Digoxigenin	biolink:exact_match	CHEBI:42098	mapping	65140d5498b816307c9442f80ac50b5b420636887979900ef5d5683be109333a	data/ingredients/mapped/Digoxigenin.yaml	5b31cb6b13690c9eb7459908900a6f6eb46a995c50d0c1bcc25ec5339201940e	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Digoxigenin.md
MIM.assertion:01c92924b4fb775da54c924acb53f4d9c8ef34231320f38166a516e019ad504b	MIM:Inulin	biolink:exact_match	CHEBI:15443	mapping	cd92abcf554292d5d953022c5f7951b6544d4fd6106e9fe0be630ea31a2e8a12	data/ingredients/mapped/Inulin.yaml	2ee73a4aae9ba1f5f7bf8bfc046171e1de70f5b9de61aec5afd4b930090f43de	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Inulin.md
MIM.assertion:01ca4cf2018c8e28fcd858ed0bfe699e6a5f1b546dd7b39f83d217b77f3f65cf	MIM:Beef_Heart_Infusion	biolink:subclass_of	FOODON:00004410	mapping	31bab9ea85a0f233b150ff7d9462e487282bd19cd66ef5bc72f5f81ff201ca62	data/ingredients/mapped/Beef_Heart_Infusion.yaml	dcd66af5e4938632357716d9b874020373d96f1e79f95a4b79a0c69dd16a9815	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Beef_Heart_Infusion.md
MIM.assertion:01ccbfdb8468c5a2b288f453581b5f5fc445602adac654b39e1bd75f540e683d	MIM:Na-gallate	biolink:exact_match	CHEBI:115197	mapping	c366f89ff5d6d80b101f57c7de2e1c229cfc55eb2e65986bbea0e7f24a27b421	data/ingredients/mapped/Na-gallate.yaml	5d08b465eb60e65f53409f07cc13c4fe37bca14f46aef3070a7ea989bc7a20e9	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Na-gallate.md
MIM.assertion:01d488f96e943adc938e6aa228159f183f7f614b42a61b648aa8b20866aec79f	MIM:NLDM_metabolites	biolink:has_part	CHEBI:16467	component	dd280a530a88024bb567908b2c1cba2ee1850f62633459fd94696cb9f9e6b091	data/ingredients/mapped/NLDM_metabolites.yaml	7332021e0d760384bc0381f5e00e3a87bd4dfe4b7c5b2eb1140853f7c17d78a0	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/NLDM_metabolites.md
MIM.assertion:01fdb499df18cef165abfac45c157ce4202fa053f9ff7ad3ac0fa88518a72668	MIM:MME_Trace_Minerals	biolink:has_part	CHEBI:86318	component	c1d676b75536fbd9d10d14c14250b8be4dc20b67f7b7c6e29543aafd64847fb2	data/ingredients/mapped/MME_Trace_Minerals.yaml	b8226fe2e4c0fb817ea7ab046b7dc8eb314c61213dbd4dd903fba8ef88bf4720	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/MME_Trace_Minerals.md
MIM.assertion:0201dc7ea125895e7c2c45bb0441e88811765837daad4fc5be55ad9b7bb4a035	MIM:Mgso4h2o	biolink:exact_match	CHEBI:31795	mapping	123c962294c2f00b6e85cd28260c5750ee7828a5833b6d511aa633c38207fd8b	data/ingredients/mapped/Mgso4h2o.yaml	7c5c152a51c5769d7acbeacf97f2f3ac23bf9217dd12787b658039ea38207585	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Mgso4h2o.md
MIM.assertion:0205bae14978f22fecc577d87146732fcd2e6b32949cf73844c326afe1ac1407	MIM:Hydroxy-l-proline	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.AMINO_ACID_SOURCE	nutritional_roles	7d31b5bc3b31af72e9763c0dced0805a7e6435f4c0a8f0027fd68740f6d7fe14	data/ingredients/mapped/Hydroxy-l-proline.yaml	ececbb9977c65c454e64dc0e42104f15911e9ca87b170f847d4a4066c0e02ba8	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Hydroxy-l-proline.md
MIM.assertion:0214d735ff8ba2a45cf520c63cc4bfaf72001f212c9993bd1317478caf4e530d	MIM:Cephamycin_A	biolink:exact_match	kgmicrobe.compound:cephamycin_a	mapping	04c754bae0ad5c8ef7d0544ee31be7e2b8141d78d2629db5733204d0bd7f8bfa	data/ingredients/mapped/Cephamycin_A.yaml	b3747aa9d451337931b476d204aaa9c8d1dd3b9835b556f2290b5e4128ab2786	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Cephamycin_A.md
MIM.assertion:0224b9b12ba354be2e0577399d6e6f7a067cfad241fc0cf27272ef2db758a41a	MIM:Alpha-ketoglutaric_Acid	biolink:exact_match	CHEBI:30915	mapping	faf2b10d73ae92fbdfff2f52a050158e832584ccec49cae4ccab9d482c109113	data/ingredients/mapped/Alpha-ketoglutaric_Acid.yaml	cc852c586e35a3ffa025ce9446da05dc235a6df8a7c0e7c2fa4c4d6ee18d371d	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Alpha-ketoglutaric_Acid.md
MIM.assertion:022a2746411694c6a5e045ee4ea6432d1ea8c259bcc113fde51764c6ca6764ae	MIM:4-acetoxyphenol	biolink:exact_match	CHEBI:31128	mapping	53b2494500a48ed36bfcbd4972ca96ce81d1da65755b6778526dc6e347156af5	data/ingredients/mapped/4-acetoxyphenol.yaml	b43ef9032162790c2ca7b4c7a61c3b76c5193cb334c099cdf3a77ec7a5d45301	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/4-acetoxyphenol.md
MIM.assertion:0236d55b772c3e2be9e8f6a5b63b110b7a9e6e5f64dc75a789831eac45f60b9e	MIM:Carbenicillin	biolink:has_chemical_role	MIM.role:PhysicochemicalRoleEnum.SELECTIVE_AGENT	physicochemical_roles	f8022e7f4b0dc2d5ac8bfee6907fef9eff7506632cd4a11eac620af6777da28b	data/ingredients/mapped/Carbenicillin.yaml	e686a4968afa0aee967f60e8a59ca798e4791457f8d9a4d2b20bbcf110c45d06	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Carbenicillin.md
MIM.assertion:0237207ddaf4962a54a4ed1fb35b1a59ae89815765a96f466a434755ec6c8563	MIM:Betaine_X_H2o	biolink:exact_match	CHEBI:91242	mapping	6cee5efbcf5c581f843e01e67c3e61b8f2bdcda8daf279d9e4769561ddbffe0b	data/ingredients/mapped/Betaine_X_H2o.yaml	30e8e68f84a2fb6e866ce4356a4514f21701286b04a0f70847d6bf9cb2a0320f	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Betaine_X_H2o.md
MIM.assertion:023845514d7f9e6d54fb8d22247de1561a6cc207cde97038d7bb866e669ca706	MIM:E-Amino-N-Caproic_Acid	biolink:exact_match	CHEBI:16586	mapping	4283a64660b634c1e3a8398ba90eec402adf3ca639d6e7c80f0bf0e93a5bb492	data/ingredients/mapped/E-Amino-N-Caproic_Acid.yaml	f2a76d5f402e91b0d3b92260d2c6467489a680512f0b33c232a5f69cb2de2ff2	blocked_by_record_findings	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/E-Amino-N-Caproic_Acid.md
MIM.assertion:02544af9055b5ef768aade8f9492da82e28631bc89d25b44b427e9fe64d8d2b3	MIM:MOPS_2M_pH7	biolink:exact_match	kgmicrobe.ingredient:mops_2m_ph7	mapping	ba96d78514ef964590deec88db40e79162bb754f05647a4da8d8970f77397dcd	data/ingredients/mapped/MOPS_2M_pH7.yaml	02f126ea8cc227721d0ba18c29e6797f1514e85600c3ad8ff9b03b7aef81b943	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/MOPS_2M_pH7.md
MIM.assertion:025f80902b32137229a8872324d914f5bd7557d56a869ee0e24d941edb4b6ab5	MIM:Maltohexaose	biolink:has_chemical_role	MIM.role:NutritionalRoleEnum.CARBON_SOURCE	nutritional_roles	4ea628be52149f9b81f39b2e78a409a172515bc4ad5c8e5c6fb4eba7014f1b6e	data/ingredients/mapped/Maltohexaose.yaml	48c3e3879cf58700589fcc96f8430388714905cb3280db1450585db29868bc4d	insufficient_evidence	Only explicitly provisional computational evidence is supplied; not an independently supported role claim.	reports/yaml_record_review/Maltohexaose.md
MIM.assertion:026a18af6a9b675d18702471debe3459bf7b6cbf6317fa969833e6cdbd721c5e	MIM:Dibenzofuran	biolink:exact_match	CHEBI:28145	mapping	14d174872e36c2e1878f36bbd7ed0f78552323f17058af6e7148c9fb1fc076d8	data/ingredients/mapped/Dibenzofuran.yaml	63cf9b4fdda5d23fa22caf229d26e7e052366402eabe8a049ad101c8a55d032c	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Dibenzofuran.md
MIM.assertion:026b2676f82f288ab92ddef73415e80128eb262cdfda670c36c82fe986e0d7b1	MIM:Toluene	biolink:exact_match	CHEBI:17578	mapping	ebb428beabea6002df70c333c5a3fab75910d5f68fd2545c8e5cbbf34a474bb0	data/ingredients/mapped/Toluene.yaml	6bc26620c17b72911a12c1c82433f9fe04e79ffbef1d29e79bb2390444d6db73	pass	Source assertion unchanged; existing record review applies.	reports/yaml_record_review/Toluene.md
