path	verdict	severity	reviewed_at	report	notes
data/ingredients/mapped/14-naphthoquinone.yaml	needs_curation	minor	2026-09-16T05:22:57Z	reports/yaml_record_review/14-naphthoquinone.md	Active CHEBI identity passes, but the synonym list still contains the non-label raw text Role: Growth factor.
data/ingredients/mapped/15-Pentanediol.yaml	pass_with_minor_issues	minor	2026-09-16T05:22:58Z	reports/yaml_record_review/15-Pentanediol.md	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.
data/ingredients/mapped/16-Hexanediamine.yaml	needs_curation	major	2026-09-16T05:22:59Z	reports/yaml_record_review/16-Hexanediamine.md	The stripped CAS fallback is exact, but PubChem and ChEBI now expose CHEBI:39618 for this compound.
data/ingredients/mapped/18-Crown-6.yaml	pass_with_minor_issues	minor	2026-09-16T05:23:00Z	reports/yaml_record_review/18-Crown-6.md	Active CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-6-dihydroxybenzoic_Acid.yaml	needs_curation	major	2026-09-16T05:23:01Z	reports/yaml_record_review/2-6-dihydroxybenzoic_Acid.md	Preferred label and stripped CAS RN are fixed, but the record needs CHEBI:68465 promotion and still exports the invalid 2-6-dihydroxybenzoic acid fallback label.
data/ingredients/mapped/2-Acetylpyrrole.yaml	pass_with_minor_issues	minor	2026-09-16T05:25:08Z	reports/yaml_record_review/2-Acetylpyrrole.md	Active CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-Aminoethylphosphonate.yaml	needs_curation	minor	2026-09-16T05:25:09Z	reports/yaml_record_review/2-Aminoethylphosphonate.md	Residual CultureMech grounding to CHEBI:15573 passes, but ingredient_type and ChEBI-derived chemistry are missing.
data/ingredients/mapped/2-Azetidinone.yaml	pass_with_minor_issues	minor	2026-09-16T05:25:10Z	reports/yaml_record_review/2-Azetidinone.md	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.
data/ingredients/mapped/2-Chlorobenzoic_acid.yaml	needs_curation	minor	2026-09-16T05:25:11Z	reports/yaml_record_review/2-Chlorobenzoic_acid.md	Residual CultureMech grounding to CHEBI:30793 passes, but ingredient_type and ChEBI-derived chemistry are missing.
data/ingredients/mapped/2-Deoxy-D-Ribose.yaml	needs_curation	major	2026-09-16T05:25:12Z	reports/yaml_record_review/2-Deoxy-D-Ribose.md	Active CHEBI identity passes, but CARBON_SOURCE is provisional and a folded one-recipe Deoxyribose alias is not reflected in occurrence_statistics.
data/ingredients/mapped/2-Deoxy-D-glucose.yaml	needs_curation	major	2026-09-16T05:26:43Z	reports/yaml_record_review/2-Deoxy-D-glucose.md	Active CHEBI identity passes, but CARBON_SOURCE is asserted from only provisional ChEBI-ancestry evidence.
data/ingredients/mapped/2-Deoxy-D-ribonic_Acid_Lithium_Salt.yaml	needs_curation	major	2026-09-16T05:26:44Z	reports/yaml_record_review/2-Deoxy-D-ribonic_Acid_Lithium_Salt.md	The narrow parent mapping and lithium formula are fixed, but parent-acid InChI, SMILES, and synonym fields remain on the lithium-salt record.
data/ingredients/mapped/2-Deoxyadenosine_5-monophosphate.yaml	pass	none	2026-09-16T05:26:45Z	reports/yaml_record_review/2-Deoxyadenosine_5-monophosphate.md	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Deoxyadenosine_Monohydrate.yaml	pass_with_minor_issues	minor	2026-09-16T05:26:46Z	reports/yaml_record_review/2-Deoxyadenosine_Monohydrate.md	Exact CAS-backed monohydrate identity and closeMatch parent row pass; only stale advisory rows remain.
data/ingredients/mapped/2-Deoxycytidine.yaml	pass	none	2026-09-16T05:26:47Z	reports/yaml_record_review/2-Deoxycytidine.md	Active CHEBI identity, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Deoxycytidine_5-monophosphate.yaml	pass	none	2026-09-16T05:28:22Z	reports/yaml_record_review/2-Deoxycytidine_5-monophosphate.md	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Ethylhexanol.yaml	pass	none	2026-09-16T05:28:23Z	reports/yaml_record_review/2-Ethylhexanol.md	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Furfuraldehyde.yaml	pass	none	2026-09-16T05:28:24Z	reports/yaml_record_review/2-Furfuraldehyde.md	Active CAS-grounded CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Hydroxy-34-Dimethoxybenzoic_Acid.yaml	pass	none	2026-09-16T05:28:25Z	reports/yaml_record_review/2-Hydroxy-34-Dimethoxybenzoic_Acid.md	Active CHEBI identity, chemistry, SSSOM, aggregate, and docs pass.
data/ingredients/mapped/2-Hydroxybutyric_Acid_Sodium_Salt.yaml	needs_curation	major	2026-09-16T05:28:26Z	reports/yaml_record_review/2-Hydroxybutyric_Acid_Sodium_Salt.md	Exact sodium-salt identity and narrow parent mapping pass, but a parent-acid synonym and provisional CARBON_SOURCE role remain.
data/ingredients/mapped/2-Hydroxypyridine.yaml	pass_with_minor_issues	minor	2026-09-16T05:30:13Z	reports/yaml_record_review/2-Hydroxypyridine.md	Active CAS-grounded CHEBI identity and synchronized products pass; only stale advisory rows remain.
data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.yaml	needs_curation	major	2026-09-16T05:30:14Z	reports/yaml_record_review/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Hydrate.md	Exact hydrate CAS and closeMatch parent pass, but chemistry is missing, the monohydrate label leaks onto the generic hydrate, and provisional roles remain.
data/ingredients/mapped/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.yaml	needs_curation	blocker	2026-09-16T05:30:15Z	reports/yaml_record_review/2-Keto-D-gluconic_Acid_Hemicalcium_Salt_Monohydrate.md	The record says monohydrate, but the active CAS/formula/structure/PubChem values resolve to an anhydrous calcium 2-ketogluconate.
data/ingredients/mapped/2-Mercaptopyridine_N-oxide_Sodium_Salt.yaml	pass_with_minor_issues	minor	2026-09-16T05:30:16Z	reports/yaml_record_review/2-Mercaptopyridine_N-oxide_Sodium_Salt.md	Active CHEBI salt identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-Nitrophenol.yaml	needs_curation	minor	2026-09-16T05:30:17Z	reports/yaml_record_review/2-Nitrophenol.md	Residual CultureMech grounding to CHEBI:16260 passes, but ingredient_type and ChEBI-derived chemistry are missing.
data/ingredients/mapped/2-Piperidinone.yaml	pass_with_minor_issues	minor	2026-09-16T05:34:49Z	reports/yaml_record_review/2-Piperidinone.md	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-Sulfobenzoic_Acid.yaml	needs_curation	minor	2026-09-16T05:34:50Z	reports/yaml_record_review/2-Sulfobenzoic_Acid.md	MESH identity, OLS resolution, occurrence counts, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.
data/ingredients/mapped/2-_Methylthioethanol.yaml	pass_with_minor_issues	minor	2026-09-16T05:34:51Z	reports/yaml_record_review/2-_Methylthioethanol.md	Active CAS-grounded CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-aminobenzoate.yaml	needs_curation	minor	2026-09-16T05:34:52Z	reports/yaml_record_review/2-aminobenzoate.md	Active CHEBI synonym identity, anion chemistry, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.
data/ingredients/mapped/2-aminopentanoic_Acid.yaml	pass_with_minor_issues	minor	2026-09-16T05:34:53Z	reports/yaml_record_review/2-aminopentanoic_Acid.md	Active CHEBI identity, chemistry, non-media source-occurrence tracking, SSSOM, and aggregate pass; only timestamp-ordering and stale-advisory nits remain.
data/ingredients/mapped/2-bromo-2-nitro-13-propanediol.yaml	pass_with_minor_issues	minor	2026-09-16T05:37:12Z	reports/yaml_record_review/2-bromo-2-nitro-13-propanediol.md	Active CAS-grounded CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-butanolCO2.yaml	needs_curation	minor	2026-09-16T05:37:13Z	reports/yaml_record_review/2-butanolCO2.md	Local two-component fallback identity, component partonomy, SSSOM, and aggregate pass, but top-level and mapping-evidence notes still describe the older unresolved split.
data/ingredients/mapped/2-chloro-4ethylamino-6-isopropylamino-135-triazine.yaml	pass_with_minor_issues	minor	2026-09-16T05:37:14Z	reports/yaml_record_review/2-chloro-4ethylamino-6-isopropylamino-135-triazine.md	Active CHEBI atrazine identity, CultureMech alias, SSSOM, aggregate, and docs pass; only stale advisory rows and optional chemistry enrichment remain.
data/ingredients/mapped/2-dehydro-D-gluconate.yaml	needs_curation	major	2026-09-16T05:37:15Z	reports/yaml_record_review/2-dehydro-D-gluconate.md	Active CHEBI anion identity, chemistry, SSSOM, and aggregate pass, but source_occurrences omits the absorbed 2-oxogluconate microbedecoder count.
data/ingredients/mapped/2-deoxyadenosine.yaml	needs_curation	minor	2026-09-16T05:37:16Z	reports/yaml_record_review/2-deoxyadenosine.md	Active CHEBI identity, chemistry, anhydrous/monohydrate split, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.
data/ingredients/mapped/2-deoxyinosine.yaml	pass_with_minor_issues	minor	2026-09-16T05:39:43Z	reports/yaml_record_review/2-deoxyinosine.md	Active CAS-grounded CHEBI identity, FEBA occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-deoxythymidine-5-4-nitrophenyl_Phosphate.yaml	needs_curation	minor	2026-09-16T05:39:44Z	reports/yaml_record_review/2-deoxythymidine-5-4-nitrophenyl_Phosphate.md	Local fallback identity, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.
data/ingredients/mapped/2-deoxyuridine.yaml	pass_with_minor_issues	minor	2026-09-16T05:39:45Z	reports/yaml_record_review/2-deoxyuridine.md	Active CAS-grounded CHEBI identity, FEBA occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-dichloroethane.yaml	needs_curation	minor	2026-09-16T05:39:46Z	reports/yaml_record_review/2-dichloroethane.md	Active CHEBI identity, dropped-locant repair, chemistry, SSSOM, and aggregate pass, but top-level notes still describe the pre-promotion unmapped state.
data/ingredients/mapped/2-dimethylsuccinic_Acid.yaml	needs_curation	blocker	2026-09-16T05:39:47Z	reports/yaml_record_review/2-dimethylsuccinic_Acid.md	The record publishes an exact identity row to CHEBI:167506, but CHEBI:167506 is the 2,3 isomer and the record only documents a non-exact truncated-label rationale.
data/ingredients/mapped/2-fucosyllactose.yaml	needs_curation	major	2026-09-16T05:42:43Z	reports/yaml_record_review/2-fucosyllactose.md	Active CHEBI identity, chemistry, SSSOM, and aggregate pass, but CARBON_SOURCE is only supported by provisional ChEBI-ancestry evidence.
data/ingredients/mapped/2-furoic_Acid.yaml	pass_with_minor_issues	minor	2026-09-16T05:42:44Z	reports/yaml_record_review/2-furoic_Acid.md	Active CHEBI identity, chemistry, 2/2 occurrence counts, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-hydroxybutyrate.yaml	needs_curation	major	2026-09-16T05:42:45Z	reports/yaml_record_review/2-hydroxybutyrate.md	Active CHEBI anion identity, chemistry, SSSOM, and aggregate pass, but source_occurrences omits the absorbed Alpha-hydroxybutyrate microbedecoder count.
data/ingredients/mapped/2-mercaptoethanesulfonate.yaml	needs_curation	major	2026-09-16T05:42:46Z	reports/yaml_record_review/2-mercaptoethanesulfonate.md	Active CHEBI coenzyme M identity and 79 occurrence count pass, but non-label raw text remains in exact_synonyms and COFACTOR_PROVIDER is only supported by in-session LLM evidence.
data/ingredients/mapped/2-mercaptoethanol.yaml	needs_curation	major	2026-09-16T05:42:47Z	reports/yaml_record_review/2-mercaptoethanol.md	Active CHEBI identity, chemistry, 5/5 occurrence counts, SSSOM, aggregate, and docs pass, but REDUCING_AGENT is only supported by provisional name-pattern evidence.
data/ingredients/mapped/2-methyl-1-butanol.yaml	pass_with_minor_issues	minor	2026-09-16T05:45:06Z	reports/yaml_record_review/2-methyl-1-butanol.md	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-methyl-4-isothizaolin-3-one.yaml	needs_curation	minor	2026-09-16T05:45:07Z	reports/yaml_record_review/2-methyl-4-isothizaolin-3-one.md	Active CAS-backed CHEBI identity and chemistry pass, but the preferred term and slug retain the misspelling isothizaolin.
data/ingredients/mapped/2-n-Heptyl-4-hydroxyquinoline_N-oxide.yaml	pass_with_minor_issues	minor	2026-09-16T05:45:08Z	reports/yaml_record_review/2-n-Heptyl-4-hydroxyquinoline_N-oxide.md	Active CAS-backed CHEBI identity, synonym, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows and optional molecular-weight enrichment remain.
data/ingredients/mapped/2-naphthyl_Dihydrogen_Phosphate.yaml	pass_with_minor_issues	minor	2026-09-16T05:45:09Z	reports/yaml_record_review/2-naphthyl_Dihydrogen_Phosphate.md	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional synonym enrichment and stale advisory rows remain.
data/ingredients/mapped/2-naphthyl_Tetradecanoate.yaml	pass_with_minor_issues	minor	2026-09-16T05:45:10Z	reports/yaml_record_review/2-naphthyl_Tetradecanoate.md	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional 2-Naphthyl myristate synonym enrichment and stale advisory rows remain.
data/ingredients/mapped/2-oxobutanoate.yaml	pass_with_minor_issues	minor	2026-09-16T05:47:06Z	reports/yaml_record_review/2-oxobutanoate.md	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only optional synonym enrichment and stale advisory rows remain.
data/ingredients/mapped/2-oxobutyric_Acid_Sodium_Salt.yaml	pass_with_minor_issues	minor	2026-09-16T05:47:07Z	reports/yaml_record_review/2-oxobutyric_Acid_Sodium_Salt.md	CAS salt identity and narrow CHEBI:16763 parent mapping pass after the generic sodium-salt repair; only optional salt chemistry enrichment and stale advisory rows remain.
data/ingredients/mapped/2-oxopentanoate.yaml	pass_with_minor_issues	minor	2026-09-16T05:47:08Z	reports/yaml_record_review/2-oxopentanoate.md	Active CHEBI identity, chemistry, microbedecoder occurrence count, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-pentyl-furan.yaml	pass_with_minor_issues	minor	2026-09-16T05:47:09Z	reports/yaml_record_review/2-pentyl-furan.md	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/2-propanolCO2.yaml	needs_curation	minor	2026-09-16T05:47:10Z	reports/yaml_record_review/2-propanolCO2.md	Local fallback identity and propan-2-ol/carbon dioxide decomposition pass, but notes still describe the older unresolved split state.
data/ingredients/mapped/2-undecanol.yaml	pass_with_minor_issues	minor	2026-09-16T05:48:51Z	reports/yaml_record_review/2-undecanol.md	Active CAS-backed CHEBI identity, chemistry, SSSOM, aggregate, and docs pass; only stale advisory rows remain.
data/ingredients/mapped/20AA_mix.yaml	pass_with_minor_issues	minor	2026-09-16T05:48:52Z	reports/yaml_record_review/20AA_mix.md	Local stock-solution identity, single CultureBotHT occurrence, SSSOM, aggregate, and docs pass; only stale local-CURIE advisory rows remain.
data/ingredients/mapped/22-Dipyridyl.yaml	needs_curation	major	2026-09-16T05:48:53Z	reports/yaml_record_review/22-Dipyridyl.md	Active CAS-backed CHEBI identity and chemistry pass, but CHELATOR is only supported by provisional ChEBI-ancestry evidence.
data/ingredients/mapped/22-dibromo-2-cyanoacetamide.yaml	pass_with_minor_issues	minor	2026-09-16T05:48:54Z	reports/yaml_record_review/22-dibromo-2-cyanoacetamide.md	CAS fallback identity, PubChem-backed chemistry, SSSOM, aggregate, and docs pass; only optional DBNPA synonym enrichment and stale registry-advisory rows remain.
data/ingredients/mapped/2244688-heptamethylnonane.yaml	needs_curation	major	2026-09-16T05:48:55Z	reports/yaml_record_review/2244688-heptamethylnonane.md	Active CHEBI identity, chemistry, occurrence count, SSSOM, and aggregate pass, but non-label role text remains in exact_synonyms and CARBON_SOURCE is only supported by in-session LLM evidence.
data/ingredients/mapped/23-butanediol.yaml	needs_curation	major	2026-09-16T05:50:44Z	reports/yaml_record_review/23-butanediol.md	Active CHEBI identity, chemistry, occurrence count, SSSOM, aggregate, and CultureMech-backed CARBON_SOURCE pass, but non-label role/property text remains in synonyms.
data/ingredients/mapped/23-dihydroxybenzoic_Acid.yaml	needs_curation	major	2026-09-16T05:50:45Z	reports/yaml_record_review/23-dihydroxybenzoic_Acid.md	Active CHEBI identity, chemistry, occurrence count, SSSOM, and aggregate pass, but CARBON_SOURCE is only supported by in-session LLM evidence.
data/ingredients/mapped/235-Triphenyltetrazolium_Chloride.yaml	needs_curation	major	2026-09-16T05:50:46Z	reports/yaml_record_review/235-Triphenyltetrazolium_Chloride.md	Active CHEBI identity, chemistry, CultureBotHT occurrence count, SSSOM, and aggregate pass, but REDOX_INDICATOR is only supported by in-session LLM evidence.
data/ingredients/mapped/24-Dichlorophenoxyacetic_acid.yaml	needs_curation	minor	2026-09-16T05:50:47Z	reports/yaml_record_review/24-Dichlorophenoxyacetic_acid.md	Active residual grounding to CHEBI:28854, occurrence count, SSSOM, and aggregate pass, but ingredient_type and ChEBI chemistry are missing.
data/ingredients/mapped/24-Dihydroxybenzoic_acid.yaml	needs_curation	minor	2026-09-16T05:50:48Z	reports/yaml_record_review/24-Dihydroxybenzoic_acid.md	Active residual grounding to CHEBI:42094, occurrence count, SSSOM, and aggregate pass, but ingredient_type and ChEBI chemistry are missing.
data/ingredients/mapped/24-Dinitrophenol.yaml	pass_with_minor_issues	minor	2026-09-16T05:53:08Z	reports/yaml_record_review/24-Dinitrophenol.md	Active CHEBI identity, chemistry, SSSOM, and aggregate pass; only stale advisory rows still ask for direct ChEBI verification.
data/ingredients/mapped/24-diamino-67-di-iso-propylpteridine_phosphate.yaml	needs_curation	minor	2026-09-16T05:53:09Z	reports/yaml_record_review/24-diamino-67-di-iso-propylpteridine_phosphate.md	Local phosphate-salt identity, narrow CHEBI free-base parent, fragment merges, SSSOM, and aggregate pass, but notes are stale and ingredient_type/chemistry are missing.
data/ingredients/mapped/25-Dihydroxy-4-Methoxychalcone.yaml	needs_curation	minor	2026-09-16T05:53:10Z	reports/yaml_record_review/25-Dihydroxy-4-Methoxychalcone.md	Active CAS fallback, expected registry triage, SSSOM, and aggregate pass, but PubChem-resolvable formula/InChI/SMILES are missing.
data/ingredients/mapped/3-Aminophenol.yaml	needs_curation	minor	2026-09-16T05:53:11Z	reports/yaml_record_review/3-Aminophenol.md	Active residual grounding to CHEBI:28924, occurrence count, SSSOM, and aggregate pass, but ingredient_type and ChEBI chemistry are missing.
